Surname,Forename,Middle Names,Title,Known As,Fee Status,Student Username,Ucard No,Email,Reg. Status,Programme,Period,Module Code,1st Grade,2nd Grade,3rd Grade,4th Grade,NFC_Flag,HEFCE_Flag,Live Registration,Attending,Date of Birth,Personal Tutor,Supervisors
Young,Gregory,McCarthy Barton,Miss,Alex,Overseas,ACW19GY,783936749,tbrown@example.net,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-11-20,Miss Kathleen Harris,
Pearce,Mohammad,James,Ms,Karl,Overseas,ACC21MP,725829421,simpsonjoshua@example.com,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-06-24,Caroline Dyer,
Smith,Denis,O'Connor,Mr,Rebecca,Home,ACP22DS,773200898,annettehussain@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-10-25,Mr Colin Barnett,
Myers,Andrew,Williams,Mr,Diana,Home,ACD22AM,336704314,bphillips@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-03-22,Francesca Gould,
Brady,Lynda,Stone Evans,Ms,Eileen,Home,ACU22LB,941384061,williamsjodie@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-05-04,Dr Jack Bell,
Harvey,Amanda,,Mrs,Steven,Overseas,ACV20AH,622099561,clivehowe@example.net,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2002-05-14,Jacqueline Curtis-Nash,
Webster,Rebecca,,Miss,Garry,Home,ACT20RW,240357875,terry70@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-06-12,Jacqueline Hobbs,
Jones,Russell,,Mrs,Patricia,Overseas,ACE20RJ,981587166,nwalker@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-12-13,Kate Blake,
Lewis,Gerald,Abbott Elliott,Mr,Hilary,Overseas,ACQ22GL,173743430,donald95@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-04-18,Jack Byrne,
Smith,Gemma,,Miss,Catherine,Home,ACV22GS,935777602,bellsean@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-02-03,Vincent Bartlett,
Green,Shane,,Mx,Ross,Home,ACZ20SG,619981521,curtisnathan@example.com,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-07-27,Miss Kelly Murphy,
Smith,Christine,Whitehouse,Ms,Wendy,Overseas,ACY22CS,694256745,thomasclaire@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-05-23,Roger Jones,
Hill,Tom,Williams Benson,Ms,Daniel,Overseas,ACU19TH,899072048,graeme28@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-03-09,Karen Simpson,
Martin,Duncan,,Mr,Brett,Overseas,ACC22DM,456724789,stewartmark@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-07-01,Victor Parker,
Saunders,Colin,Owen Smith,Mx,Jonathan,Overseas,ACN21CS,227827744,gillstephen@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-07-17,Dr Elliot Jones,
Williams,Joseph,Lloyd Jones,Mr,Kathryn,Home,ACI20JW,742246316,nicholas42@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-07-25,Leslie Smith,
Hughes,Kelly,Brown,Ms,Katherine,Overseas,ACZ21KH,365961695,stewartshirley@example.org,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-10-10,Mrs Megan Green,
Hill,Jenna,Barnett,Mx,Deborah,Overseas,ACH20JH,685758038,zwilkinson@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1996-06-24,Tom Booth,
O'Neill,Shannon,Jackson,Mr,Leon,Overseas,ACI19SO,575713069,annalee@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2008-02-01,Robert Wilkinson-Allen,
Wilkinson,Emma,Clarke,Mr,Donna,Home,ACJ21EW,287333837,jonesemma@example.org,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-09-29,Elaine Wood,
Pritchard,Marcus,,Ms,Francesca,Home,ACZ20MP,800543105,mandy23@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-03-16,Dr Gavin Taylor,
Birch,Rachel,Ahmed,Miss,Megan,Overseas,ACX22RB,392177914,kateburke@example.net,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-05-07,Miss Margaret Lee,
Wheeler,Paula,,Mr,Molly,Home,ACO19PW,327928663,bradleyterry@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-01-27,Dr Gary Walton,
Rees,Charles,Lord Edwards,Mr,Vanessa,Home,ACK20CR,239409026,lynnmartin@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-03-18,Adam Bradley,
Davison,Lorraine,Kaur,Mrs,Julie,Home,ACJ20LD,336402074,marianyoung@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-11-06,Rachel Cameron,
Palmer,Grace,,Ms,Sharon,Home,ACD20GP,379341825,lynne10@example.net,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-06-23,Danny Dixon,
Sanderson,Derek,Chadwick,Mrs,Graham,Overseas,ACA20DS,763187403,gparry@example.com,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-12-06,Brandon Anderson,
Hughes,Dylan,,Ms,Mohammed,Overseas,ACZ19DH,744160025,natalie95@example.net,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-09-03,Miss Christine Carr,
Burrows,Patricia,,Miss,Ashley,Overseas,ACP21PB,143540647,anne58@example.com,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-07-24,Irene Day-Wood,
Wright,Jemma,Hawkins Evans,Miss,Raymond,Overseas,ACR22JW,189045940,shanechambers@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-09-02,Dr Margaret Hicks,
Bailey,Angela,Ellis Finch,Mrs,Marion,Overseas,ACK22AB,977080377,ebooth@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1994-03-12,Russell Bell-Duncan,
White,Teresa,Davies Williams,Mr,Clive,Overseas,ACT21TW,567183662,pgill@example.com,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-01-02,Harry Allen,
Woods,Lewis,,Miss,Pamela,Overseas,ACI20LW,975400713,omiddleton@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-04-29,Mr Raymond Hawkins,
Pearson,Sally,Young,Miss,Mohammad,Overseas,ACV22SP,876205617,ashleybegum@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-03-09,Dr Lesley Brown,
Martin,June,Owen Morgan,Mr,Janice,Home,ACG22JM,945248051,jonesjamie@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-02-07,Debra Brown,
Bishop,Sandra,Woodward Lee,Mx,Tina,Overseas,ACZ19SB,161929988,sroberts@example.com,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-12-29,Cheryl Brown,
Roberts,Mathew,Baker,Miss,Irene,Overseas,ACM19MR,520048888,phillipshazel@example.com,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-06-13,Terry Davidson-Cook,
Shepherd,Amanda,Newton Barker,Ms,Tom,Home,ACC20AS,125027964,djones@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-03-27,Marian Williams,
Walsh,Lauren,Page Nixon,Ms,Denis,Home,ACD20LW,656452207,simsmarie@example.com,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-11-27,Callum Austin,
Jones,Caroline,Bailey,Mx,Marilyn,Home,ACP20CJ,641590040,howesusan@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-04-01,Mr Ryan Bond,
Watson,Katherine,Roberts,Mrs,Donna,Overseas,ACP19KW,543378397,callum61@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-06-28,Robert Dickinson-James,
Evans,Frances,,Mrs,Jayne,Home,ACY21FE,472080371,andreareeves@example.net,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-11-10,Naomi Morley,
Bryant,Jessica,Bowen,Mr,Tracey,Home,ACN21JB,792930701,joan14@example.com,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-04-26,Hollie Hicks-Faulkner,
O'Connor,Maria,Wood,Mr,Eleanor,Overseas,ACB22MO,887937750,tatkins@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-04-17,Mr Allan Robinson,
Rahman,Scott,,Mr,Donald,Overseas,ACC19SR,430260804,choward@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1993-12-16,Stanley Collins,
Smith,Louis,Carter,Ms,Ricky,Overseas,ACL19LS,388221185,shawterry@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-09-29,Frances James,
Preston,Lucy,Stokes,Mr,Ben,Home,ACA19LP,932222597,duffyhayley@example.org,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-10-26,Michelle Price-Jones,
Lane,Maureen,Atkinson,Mx,Ruth,Home,ACL20ML,272687895,michaelford@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-09-09,Stanley Gray,
Byrne,Elizabeth,Thompson Bryant,Mrs,Angela,Home,ACN21EB,411396752,bibithomas@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1995-08-05,Amelia Chan,
Noble,Samantha,,Mrs,Margaret,Overseas,ACO22SN,167973635,ianmason@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-02-15,Mr Anthony Hall,
Miller,Raymond,Robinson,Mx,Aimee,Home,ACW21RM,382367106,hughesmarion@example.org,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2007-07-20,Dr Mark Gallagher,
Barrett,Bethany,Roberts,Miss,Tina,Home,ACX22BB,888344473,nicholsonpatrick@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1997-07-27,Tina Davies-Roberts,
Fuller,Graeme,Morris,Miss,Maureen,Overseas,ACX20GF,300599561,catherinehowarth@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2008-03-24,Graeme Wong,
Leonard,Sandra,Wright,Miss,Martyn,Home,ACL21SL,725656471,cheryl81@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1994-02-22,Clare Spencer,
Parsons,Vanessa,Buckley,Mrs,Daniel,Home,ACW22VP,813131217,mbailey@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1996-11-23,Toby James,
Smith,Samuel,,Ms,Leslie,Home,ACD19SS,595831129,olivianorman@example.net,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,1996-08-01,Tina Grant,
Johnson,Melissa,Anderson Daniels,Mx,Marion,Home,ACB21MJ,392432400,lynda09@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-01-24,Elliott Jackson,
Adams,Kenneth,Harvey West,Mrs,Clive,Overseas,ACL20KA,131234023,jonathan86@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-04-27,Dr Julia Rees,
Phillips,Brian,Austin Sinclair,Ms,Joshua,Home,ACG20BP,834063238,martyn80@example.net,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-06-01,Kim Williams,
Wood,Harriet,,Ms,Melissa,Overseas,ACB21HW,541668868,abbottalice@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-06-07,Clifford Scott,
Lawrence,Sian,,Mrs,Mohammad,Overseas,ACO20SL,569666553,arthursingh@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1994-05-10,Joe Cross,
Ward,Olivia,Dawson Chandler,Mx,Elaine,Home,ACY21OW,137734908,chelsea87@example.net,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-08-31,Mr Nicholas Barlow,
Marsh,Angela,Brown,Mr,Lauren,Home,ACJ19AM,839545590,awilson@example.net,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-05-04,Mr Geoffrey Lane,
John,Bradley,,Mr,Josh,Home,ACM21BJ,216549197,elliotahmed@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-01-01,Ms Jacqueline Hall,
Walker,Joel,Hargreaves Dawson,Miss,Margaret,Home,ACC20JW,998354967,ematthews@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-11-27,Elliot Ward,
Kennedy,Marc,Davis,Mr,Nigel,Overseas,ACM19MK,577091785,burtonkenneth@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-06-05,Dr Sian Jackson,
Williams,Danny,Storey,Mr,Marion,Home,ACU21DW,148330665,tony13@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-11-25,Miss Grace Robinson,
Stone,Ashley,Gray,Mrs,Wayne,Home,ACO19AS,338817458,teresasmith@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-05-07,Dr Keith Green,
Coles,Jane,Saunders Hyde,Mr,Molly,Home,ACP19JC,574348283,rhunter@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-01-22,Gerald Shah,
Watson,Frank,,Mx,Alice,Overseas,ACW21FW,174150538,porterjean@example.net,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-05-29,Mark Jackson,
Ball,Samantha,Begum,Miss,Reece,Home,ACV20SB,252890102,sharpelizabeth@example.net,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1999-11-14,Hannah Gregory-Smart,
Jones,Mitchell,Edwards White,Mx,Edward,Home,ACD21MJ,107075687,joannegrant@example.org,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-03-21,Mr Karl Barry,
Begum,Douglas,,Mr,Nathan,Home,ACD21DB,755441020,obaker@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-08-08,Roy Atkinson-Dawson,
Smith,Angela,Hopkins Blackburn,Mx,Samantha,Home,ACB19AS,327731909,ucarr@example.net,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1994-05-29,Dr Rhys West,
Coleman,Sophie,,Miss,Charlie,Overseas,ACL22SC,188276016,jordanahmed@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2005-04-16,Mrs Christine Roberts,
Johnson,Ryan,Hope Wells,Mx,Irene,Overseas,ACM22RJ,904042110,williamshollie@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1996-03-12,Ricky Pratt,
Cooper,Joanne,,Mrs,Zoe,Overseas,ACA19JC,961853050,bennettolivia@example.net,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-12-16,Gordon Cooke,
Brady,Anna,Harris Mason,Mrs,Kelly,Overseas,ACC20AB,968174353,bibigeorgia@example.com,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,1993-09-17,Graham Dixon-Wilson,
Jones,Dorothy,Hayes,Mr,Lorraine,Home,ACD19DJ,202816885,pweston@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-01-10,Dr Kieran Harvey,
McCarthy,Diana,,Mx,Owen,Home,ACR22DM,659112570,wsheppard@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-03-28,Mr Bernard Henderson,
Allen,Josh,Reynolds Lewis,Mx,Lee,Overseas,ACR20JA,924075930,bradleyabigail@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1993-09-03,Barbara Hawkins,
Richards,Declan,,Mrs,Hannah,Overseas,ACQ20DR,715707186,gbird@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-09-06,Oliver Chapman,
Bennett,Kate,Hyde,Miss,Hazel,Home,ACM19KB,504079631,claire47@example.net,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-12-06,Vincent Davies-Williams,
Hooper,Ben,Williams Daniels,Miss,Rosemary,Overseas,ACO20BH,180873142,ricky49@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1997-08-08,Harriet Sutton,
Reid,Daniel,Macdonald,Mrs,Josephine,Overseas,ACR19DR,255530679,berrytracy@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-01-12,Sylvia Wallace,
Hamilton,Julian,Evans,Mrs,Jodie,Home,ACF20JH,333917774,qwright@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2002-06-27,Donna Lawrence,
Patterson,Glenn,,Mx,Ross,Overseas,ACO21GP,727801583,arthurhayes@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-11-30,Georgia Spencer,
Williams,Jemma,Daniels,Mx,Neil,Overseas,ACM19JW,142867277,mathewgriffiths@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-09-08,Charlene Price-Fletcher,
Morrison,Kelly,Morgan Hunt,Miss,Marc,Home,ACE22KM,426094804,westjanice@example.com,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,2003-12-30,Marie Johnson,
Wood,Martin,,Mx,Bethan,Home,ACO20MW,643270715,dale67@example.com,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2008-01-31,Kelly Smith,
Jones,Sarah,Khan Griffiths,Mr,George,Home,ACX21SJ,356731979,ushah@example.com,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-11-21,Maureen Jones,
McDonald,Jane,Myers Anderson,Mr,Victoria,Home,ACL22JM,986152107,crawfordholly@example.org,Fully Registered,COMU05,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-05-10,Mathew Smith,
O'Connor,Jordan,Hicks White,Ms,Samantha,Overseas,ACT20JO,838357466,kennedygavin@example.com,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-07-12,Kenneth Storey,
Wells,Rachael,Harvey,Mx,Kimberley,Home,ACS20RW,434671084,deborah44@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2000-07-29,Caroline Willis,
Lewis,Denise,Begum Hughes,Mr,Frances,Overseas,ACX20DL,673265932,gillian73@example.org,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1994-11-11,Glen Berry,
Austin,Gillian,Rhodes,Mx,Mitchell,Overseas,ACE22GA,932946718,samantha19@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,1997-03-18,Anna Jones-Price,
Rowley,Lisa,Hart,Ms,Robert,Home,ACE20LR,474296197,alibrenda@example.com,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-12-25,Linda Elliott,
Pearce,Ronald,,Mx,Lynda,Home,ACV20RP,193609973,luke07@example.com,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2002-09-08,Wayne Howells,
Ahmed,Joyce,Barnes,Mrs,William,Home,ACX22JA,228348113,lyndalord@example.net,Fully Registered,COMU39,B,COM1002,-,-,-,-,-,Yes,Y,Y,1998-06-19,Elaine Moss,
Harris,Declan,,Mx,Josh,Overseas,ACH19DH,906975341,stevensluke@example.net,Fully Registered,COMU06,B,COM1002,-,-,-,-,-,Yes,Y,Y,2004-04-23,George Hussain,
Newton,Jemma,Lees Harper,Mr,Oliver,Overseas,ACX19JN,386849555,oconnoredward@example.org,Fully Registered,COMU101,B,COM1002,-,-,-,-,-,Yes,Y,Y,1993-07-09,George Bentley,
Patterson,Helen,Willis Cooper,Mx,Elliot,Overseas,ACG20HP,546186060,melissa51@example.org,Fully Registered,COMU43,B,COM1002,-,-,-,-,-,Yes,Y,Y,2001-06-22,Samantha Stevens,
Howard,Jeremy,Taylor Davies,Ms,Julie,Home,ACP21JH,737152747,dodddarren@example.net,Fully Registered,COMU117,B,COM1002,-,-,-,-,-,Yes,Y,Y,2006-06-04,Lauren Wilkinson,
