Surname,Forename,Middle Names,Title,Known As,Fee Status,Student Username,Ucard No,Email,Reg. Status,Programme,Period,Module Code,1st Grade,2nd Grade,3rd Grade,4th Grade,NFC_Flag,HEFCE_Flag,Live Registration,Attending,Date of Birth,Personal Tutor,Supervisors
Mason,James,,Miss,Hugh,Overseas,ACD20JM,533018915,patrickwade@example.com,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-02-01,Margaret Forster-Bentley,
Spencer,Tracey,,Ms,Simon,Home,ACQ19TS,774272484,daviesjodie@example.org,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,1997-07-31,Terry Shaw,
Walters,Douglas,,Mrs,Martin,Home,ACD22DW,469260423,jonesnicole@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-04-01,Teresa Smith,
Wood,Elliott,Williams Nicholson,Mx,Matthew,Home,ACJ21EW,835712944,william07@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-01-05,Ms Sarah Turner,
Carr,Paula,Allen Brown,Mx,Sean,Home,ACJ22PC,925976268,wgregory@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-11-02,Conor Carter-Singh,
Wells,Henry,,Miss,Kerry,Overseas,ACD20HW,552204764,jjones@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-10-25,Tracey Davies,
Thomas,Carole,,Mx,James,Home,ACR22CT,132723741,naylorkathleen@example.com,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-01-17,Miss Lindsey Jones,
Jones,Joshua,,Ms,Stephanie,Home,ACB22JJ,354354031,thomasfox@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-12-26,Miss Stacey Dean,
Short,Barbara,,Mx,James,Home,ACL20BS,182093075,carolinewright@example.com,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-02-22,Jamie Mann-Williams,
Thompson,Ashley,,Ms,Denis,Home,ACI19AT,770306445,damiancross@example.com,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-03-09,Eileen Dawson-Smith,
Osborne,Roy,Gill Wood,Mr,Allan,Home,ACA19RO,988011629,tomlees@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-01-05,Joseph Carter-Jenkins,
Butler,Tom,Williams May,Mrs,Stanley,Home,ACK22TB,235788645,rowleypatricia@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1994-01-24,Ryan Bradley-Howard,
Davies,Maurice,,Ms,Nicholas,Home,ACZ21MD,421713500,oevans@example.org,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-01-21,Ashleigh Lawrence,
Robinson,Antony,Crawford Morrison,Ms,Ann,Home,ACW21AR,169648550,foxbradley@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-11-18,Denise Barnett,
Price,Rachel,Johnson Ali,Miss,Shane,Overseas,ACK20RP,625420557,abigail66@example.com,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-06-26,Denise Atkinson,
Robinson,Howard,,Ms,Karl,Overseas,ACG22HR,538264567,rwilliams@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-08-31,Wayne Sharp,
Daly,Norman,,Mrs,Mohamed,Overseas,ACU21ND,814660435,xmann@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-09-29,Judith Smith,
Wyatt,Rosie,,Mr,Katy,Home,ACJ20RW,677078738,whawkins@example.net,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2003-04-01,Amy Booth,
Davidson,Jeremy,,Miss,Kirsty,Home,ACL19JD,492265422,smithdamien@example.com,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-10-11,Darren Turner,
Thomas,Nigel,Mills,Mr,Kirsty,Home,ACW21NT,891843775,maureen60@example.org,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-04-20,Dr Billy John,
Naylor,Ruth,Holmes Smith,Mrs,Diane,Home,ACL19RN,182991065,jill53@example.net,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-09-13,Ms Sarah Hughes,
Shah,Mitchell,Martin,Mrs,Shannon,Home,ACW20MS,350806374,duncan33@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-05-07,Damien French,
Coates,Jake,Connolly,Miss,Jade,Overseas,ACT19JC,866486893,rcollins@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1997-08-02,Dean Bates-Kaur,
Howe,Jasmine,Smith Tomlinson,Mrs,Owen,Overseas,ACQ20JH,990600283,qmoore@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-11-11,Victoria Powell,
Smith,Laura,,Mr,Justin,Home,ACR21LS,357629070,donnacollins@example.com,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1994-01-13,Mrs Stacey Howe,
White,Eric,Evans Baker,Mx,Leah,Overseas,ACB19EW,387848658,yvonne53@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-08-11,Toby Richardson,
Roberts,Hayley,Webster,Mr,Hugh,Overseas,ACL19HR,977383417,derek99@example.com,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-06-21,Lynn Parker,
Adams,Karen,Page,Miss,Stuart,Home,ACR20KA,728422829,kevinharding@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-11-29,Dr Amanda Parker,
Gray,Anne,Green Graham,Mrs,Gerard,Home,ACZ20AG,740647115,greengerard@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-02-11,Joanna Doherty,
Lucas,Joseph,,Mrs,Arthur,Home,ACS22JL,155165208,pmoss@example.net,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-09-28,Glen Fisher,
Jackson,Marcus,Dodd,Miss,Hollie,Overseas,ACC21MJ,815227630,frederickdavies@example.com,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-02-25,Dr Georgia Taylor,
Dale,Rosemary,Hodgson,Mx,Leah,Home,ACI21RD,869539526,gemma22@example.com,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-07-02,Hugh Banks,
Evans,Annette,,Mr,Barbara,Overseas,ACS19AE,352642295,campbellwendy@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-06-28,Shane Holland,
Scott,Billy,,Mx,Graham,Overseas,ACW21BS,434390043,kirkelaine@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-09-05,Mr Guy Collins,
Mitchell,Antony,,Ms,Peter,Home,ACP22AM,952638437,gregorybeth@example.net,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-01-21,Sara Rose,
Chapman,Henry,Howells,Mr,Alex,Home,ACP21HC,655260728,ubell@example.org,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-11-26,Eileen Smith-Brown,
Ball,Lee,,Mx,Stephanie,Overseas,ACI22LB,955292137,jodieholloway@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-01-18,Alison Byrne,
Whitehead,Oliver,Simpson Finch,Mr,Peter,Overseas,ACB20OW,872192437,mnoble@example.net,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2003-07-25,Denise Browne,
Bevan,Maria,Carter,Mx,Valerie,Home,ACD22MB,216661302,cwest@example.net,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-12-16,Christian Jones,
James,Eleanor,,Ms,Jade,Home,ACY19EJ,596766089,sandraarcher@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-08-19,Alison Hill,
Stephenson,Conor,Murphy,Mx,Brenda,Overseas,ACR21CS,956302313,wbentley@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-08-10,Abdul Johnson-Holden,
Craig,Andrea,Hardy Goddard,Mr,Charlene,Home,ACR20AC,936470707,neilhumphreys@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-02-24,Gerald Clark,
Lewis,Irene,,Mx,Lewis,Home,ACG21IL,371516456,holly49@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-07-31,Stephanie Gardiner,
Jones,Carole,Browne,Mrs,Marion,Home,ACC21CJ,151989596,alee@example.org,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2003-03-09,Kayleigh Brown,
Jarvis,Kathleen,Bartlett Franklin,Ms,Rachel,Home,ACB20KJ,908271049,traceywilliams@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-06-12,Mrs Josephine Ball,
Smith,Jordan,Carter Lees,Ms,Karl,Overseas,ACQ22JS,142233425,jamesdonna@example.net,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-10-02,Martyn Ward-Carr,
Marshall,Connor,Flynn,Mr,Lucy,Home,ACA22CM,339371729,jodiewilliams@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-06-19,Marcus Howarth,
Mahmood,Heather,,Miss,Sandra,Home,ACB22HM,668486967,karlstevenson@example.com,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-03-19,Megan Moore,
Brady,Clive,,Mrs,Brett,Overseas,ACN19CB,359514167,gemma25@example.org,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-05-03,Dr Conor Kemp,
Ross,Douglas,Wood McCarthy,Miss,Michael,Home,ACE22DR,853730336,lewis84@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,1997-08-18,Malcolm Davies,
Wood,Tracy,Williams,Miss,Julian,Home,ACP22TW,739887034,ahmedwayne@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-11-01,Mr Danny Butler,
Patel,Jasmine,Ellis,Miss,Toby,Overseas,ACC20JP,524736957,pstevens@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1997-05-14,Georgina Thompson,
Richards,Cameron,Chapman Lane,Mr,Abbie,Home,ACM20CR,679699797,brendajones@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2003-12-19,Gary Jones-Richardson,
Bailey,Marie,Edwards Williams,Mrs,Margaret,Overseas,ACW20MB,935912147,deborah65@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-06-11,Andrea Perkins,
Nicholls,Leigh,Barnes Hutchinson,Miss,Gary,Home,ACY20LN,709136673,orowley@example.org,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-01-31,Oliver Wood,
Newman,Gail,,Mx,John,Overseas,ACE19GN,718323573,leonardwhittaker@example.net,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-06-23,Adam Smith,
Bell,Gavin,Khan Johnston,Mrs,Jacob,Home,ACF21GB,937567585,hallirene@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-11-12,Margaret Lloyd,
Jones,Paige,,Mrs,Philip,Overseas,ACJ19PJ,756307420,jadams@example.org,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-04-23,Maurice Cooper,
Gibson,Jake,,Mx,Maurice,Home,ACC20JG,600579469,cosullivan@example.net,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,1993-11-29,Aimee Brown-Oliver,
Butcher,Malcolm,Brookes,Mx,Stacey,Overseas,ACF19MB,933665504,kfarmer@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-09-22,Liam Wilson,
Lees,Joe,Smith,Mx,Natasha,Overseas,ACY22JL,115697895,higginsjennifer@example.com,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-11-25,Duncan Cox-Holland,
Fisher,Hazel,,Miss,Ben,Overseas,ACF19HF,408801993,diane78@example.net,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2008-01-07,Cheryl Young,
Murray,Jamie,,Mrs,Dominic,Home,ACT20JM,467446998,nmorris@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-01-08,Ms Danielle Barton,
Fowler,Trevor,Murray,Mx,Alison,Home,ACB20TF,758388323,ndickinson@example.org,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-06-26,Geoffrey Hill,
Shaw,Sandra,Gough,Mx,Martin,Home,ACE19SS,666389223,sylvia09@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-08-03,Sara Williams,
Jones,Jacqueline,,Miss,Jodie,Overseas,ACP21JJ,256695983,butlerleigh@example.org,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-08-29,Sarah Gregory-Cooke,
Lawrence,Elliott,Singh Thomas,Miss,Natalie,Overseas,ACJ22EL,417126479,qreynolds@example.net,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-07-25,Kayleigh Reynolds-Mitchell,
Metcalfe,Jason,Smith Burgess,Mr,Owen,Overseas,ACK22JM,997557508,dylanbarber@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-11-25,Dr Zoe Willis,
Smith,Julia,Bennett,Mrs,Ian,Overseas,ACY22JS,892636640,cookjoyce@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-08-19,Ms Kelly Owen,
Griffiths,Ashley,Moore Gardner,Miss,Declan,Home,ACX21AG,507644566,wendysummers@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1994-11-25,Jacqueline Stephens,
Smith,Declan,Lane Collins,Miss,Michael,Home,ACL21DS,847330505,stewartbeth@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-08-05,Jodie Humphreys,
Harrison,Glenn,Brown Gibbs,Mrs,Aimee,Home,ACO20GH,167412357,ianhamilton@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-10-09,Howard Marshall,
Rowley,Rhys,,Ms,Jacqueline,Overseas,ACE21RR,186329724,vfarrell@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-03-11,Lisa Preston-Watson,
Green,Phillip,Wilson,Mr,Frances,Overseas,ACF21PG,667818786,jenniferstorey@example.com,Fully Registered,COMU117,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-12-01,Mr Ross Edwards,
Smith,Leigh,Richardson,Miss,Mohammed,Home,ACO19LS,854550626,ellie54@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2008-03-03,Timothy Davey,
Walker,Hannah,Middleton White,Mx,Gavin,Overseas,ACW21HW,475568106,smithmartyn@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-06-16,Kieran Wood,
Fisher,Joan,,Ms,Benjamin,Home,ACS19JF,885331013,reesroy@example.net,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-04-25,Lorraine Davies,
Lee,Danielle,Sims Thompson,Mx,Sheila,Overseas,ACO22DL,969322695,raymond95@example.com,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-10-06,Ryan Hawkins,
Warner,Charlene,Watson,Mx,Trevor,Home,ACX20CW,772344399,vwyatt@example.com,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,1993-05-17,Graeme Smith,
Hall,Ashley,Lane Simmons,Miss,Bethan,Home,ACD22AH,292122052,ashtonjonathan@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1999-05-20,Mr Tony Skinner,
Stewart,Alex,Webb,Mr,Michael,Overseas,ACN20AS,147301321,simonjones@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-12-12,Molly Curtis,
Dobson,Jeffrey,,Mx,Susan,Overseas,ACV22JD,211362440,tjones@example.org,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-09-18,Shirley Goddard,
Roberts,Edward,Moore,Mx,Sharon,Home,ACH22ER,391151948,leah19@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1993-05-04,Miss Naomi Jones,
Riley,Robert,,Ms,Damian,Overseas,ACO20RR,228895414,warrenpatrick@example.net,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-12-12,Hilary Gibson,
Kennedy,Shirley,Green,Ms,Richard,Home,ACN20SK,979117730,qthomas@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-11-15,Mrs Victoria Preston,
Khan,Jordan,Adams Scott,Mx,Kieran,Home,ACB19JK,620207615,richardsjeremy@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-12-28,Dr James Thomas,
Rowe,Sharon,Richards,Ms,Reece,Home,ACN22SR,881272305,bentleystephanie@example.net,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-11-21,Brenda Webb,
Walker,Allan,Carter,Ms,Lisa,Overseas,ACT22AW,207532717,jlord@example.org,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-01-31,Ms Abbie Watson,
Talbot,Gillian,Coleman,Mr,Donna,Overseas,ACY19GT,529025615,raymond29@example.net,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-10-31,Susan Walker,
Allen,Maurice,,Ms,Henry,Overseas,ACO22MA,104322746,gemmahall@example.org,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-08-01,Aaron Hewitt,
McCarthy,Lucy,Sanders Higgins,Mrs,Jeremy,Overseas,ACC21LM,992818220,clairejackson@example.org,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2000-11-09,Donna Stone,
Kelly,Rachel,Taylor,Mx,Aimee,Overseas,ACO19RK,612171347,ofoster@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1996-04-10,Miss Lesley May,
O'Connor,Charles,,Mx,Clare,Home,ACM22CO,230027615,gavinwalker@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-05-06,Mr Martin Hill,
Smith,Samuel,Francis Jones,Miss,Pauline,Overseas,ACU20SS,518753652,denisemorris@example.org,Fully Registered,COMU43,B,COM3420,-,-,-,-,-,Yes,Y,Y,1998-02-25,Sophie Naylor,
Law,Aaron,,Mrs,Leon,Home,ACX20AL,576352565,kempjessica@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2006-02-26,June Johnson,
Bradshaw,Carly,Simmons Perkins,Mx,Carly,Overseas,ACC19CB,723136942,hughmills@example.com,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2002-02-02,Dr Rhys Wright,
Thorpe,Maureen,Brooks Thomas,Ms,Terry,Overseas,ACQ19MT,375965271,wwatkins@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1995-12-21,Mandy Jones,
Richards,Mohamed,Bryan Jackson,Miss,Geoffrey,Home,ACL20MR,960025482,chelseamccarthy@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1994-03-12,Eileen Bond,
Daniels,Valerie,Jones,Mr,Abdul,Home,ACF22VD,367536229,wrightmathew@example.net,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-09-23,Jeffrey Brown,
Lloyd,Alice,,Mrs,Mathew,Home,ACV21AL,265128878,rmorgan@example.org,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,1997-11-19,Kirsty Brown,
Green,Jayne,Stephens,Mr,Victoria,Overseas,ACU21JG,601078947,carly41@example.com,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,1993-09-16,Julian Taylor,
Smart,Maureen,Ball Pratt,Mrs,Kayleigh,Home,ACL21MS,596008591,dickinsonelliott@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,2004-09-07,Wayne Clayton,
Gordon,Richard,,Mx,Melanie,Overseas,ACV19RG,268596307,millsgeoffrey@example.com,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2003-04-12,Alexander Smith,
Jones,Sylvia,Duncan Roberts,Miss,Irene,Home,ACI21SJ,121356907,tstewart@example.net,Fully Registered,COMU06,B,COM3420,-,-,-,-,-,Yes,Y,Y,2005-12-23,Dr Shaun Cole,
Hall,Lucy,Carter,Miss,Rita,Home,ACY21LH,568220316,lynnegriffiths@example.org,Fully Registered,COMU101,B,COM3420,-,-,-,-,-,Yes,Y,Y,2007-04-04,Jane Woods,
Leonard,Janice,Davis O'Donnell,Miss,Wendy,Home,ACM22JL,433418460,amanda31@example.org,Fully Registered,COMU39,B,COM3420,-,-,-,-,-,Yes,Y,Y,1994-03-02,Jenna Smart,
Ball,Jane,Burton,Miss,Joanna,Overseas,ACM22JB,351515915,haywardrobert@example.com,Fully Registered,COMU05,B,COM3420,-,-,-,-,-,Yes,Y,Y,2001-01-01,Guy Morgan,
